city,citygenitive,country,municipality,id,county,street,civilparish
Purvynai,Purvynų viensėdis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1706,Utenos apskritis,,Troškūnų seniūnija
Raguvėlė,Raguvėlės kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1707,Utenos apskritis,,Troškūnų seniūnija
Rakutėnai,Rakutėnų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1708,Utenos apskritis,,Troškūnų seniūnija
Ramanava,Ramanavos kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1709,Utenos apskritis,,Troškūnų seniūnija
Rudžionys,Rudžionių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1710,Utenos apskritis,,Troškūnų seniūnija
Rukiškis,Rukiškio kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1711,Utenos apskritis,,Troškūnų seniūnija
Samanai,Samanų viensėdis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1712,Utenos apskritis,,Troškūnų seniūnija
Skaistkalnis,Skaistkalnio kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1713,Utenos apskritis,,Troškūnų seniūnija
Skamarokai,Skamarokų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1714,Utenos apskritis,,Troškūnų seniūnija
Skauradai,Skauradų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1715,Utenos apskritis,,Troškūnų seniūnija
Slabada,Slabados kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1716,Utenos apskritis,,Troškūnų seniūnija
Smėlynė,Smėlynės kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1717,Utenos apskritis,,Troškūnų seniūnija
Stukonys,Stukonių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1718,Utenos apskritis,,Troškūnų seniūnija
Surdegis,Surdegio kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1719,Utenos apskritis,,Troškūnų seniūnija
Surdegis,Surdegio glž. st.,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1720,Utenos apskritis,,Troškūnų seniūnija
Surdegis,Surdegio miestelis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1721,Utenos apskritis,,Troškūnų seniūnija
Survilai,Survilų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1722,Utenos apskritis,,Troškūnų seniūnija
Šlapės,Šlapių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1723,Utenos apskritis,,Troškūnų seniūnija
Termintiškis,Termintiškio viensėdis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1724,Utenos apskritis,,Troškūnų seniūnija
Tešliūnai,Tešliūnų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1725,Utenos apskritis,,Troškūnų seniūnija
Titeikėliai,Titeikėlių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1726,Utenos apskritis,,Troškūnų seniūnija
Titeikiai,Titeikių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1727,Utenos apskritis,,Troškūnų seniūnija
Troškūnėliai,Troškūnėlių viensėdis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1728,Utenos apskritis,,Troškūnų seniūnija
Umėnai,Umėnų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1729,Utenos apskritis,,Troškūnų seniūnija
Vagilka,Vagilkos viensėdis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1730,Utenos apskritis,,Troškūnų seniūnija
Vaidlonys,Vaidlonių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1731,Utenos apskritis,,Troškūnų seniūnija
Varšauka,Varšaukos viensėdis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1732,Utenos apskritis,,Troškūnų seniūnija
Vašuokėnai,Vašuokėnų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1733,Utenos apskritis,,Troškūnų seniūnija
Važdėlės,Važdėlių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1734,Utenos apskritis,,Troškūnų seniūnija
Vidugiriai,Vidugirių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1735,Utenos apskritis,,Troškūnų seniūnija
Vidugiriai,Vidugirių viensėdis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1736,Utenos apskritis,,Troškūnų seniūnija
Vilkatupė,Vilkatupės kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1737,Utenos apskritis,,Troškūnų seniūnija
Zavadiškis,Zavadiškio viensėdis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1738,Utenos apskritis,,Troškūnų seniūnija
Žiedoniai,Žiedonių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1739,Utenos apskritis,,Troškūnų seniūnija
Žiliškės,Žiliškių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1740,Utenos apskritis,,Troškūnų seniūnija
Žudžgalys,Žudžgalio kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1741,Utenos apskritis,,Troškūnų seniūnija
Žukauskai,Žukauskų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1742,Utenos apskritis,,Troškūnų seniūnija
Žviliūnai,Žviliūnų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1743,Utenos apskritis,,Troškūnų seniūnija
Navikai,Navikų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1744,Utenos apskritis,,Viešintų seniūnija
Nemeiriai,Nemeirių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1745,Utenos apskritis,,Viešintų seniūnija
Paežeriai,Paežerių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1746,Utenos apskritis,,Viešintų seniūnija
Pagranda,Pagrandos kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1747,Utenos apskritis,,Viešintų seniūnija
Papiliai,Papilių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1748,Utenos apskritis,,Viešintų seniūnija
Pasuosis,Pasuosio viensėdis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1749,Utenos apskritis,,Viešintų seniūnija
Pelyšos I,Pelyšų I kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1750,Utenos apskritis,,Viešintų seniūnija
Pūsčiai,Pūsčių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1751,Utenos apskritis,,Viešintų seniūnija
Putinas,Putino kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1752,Utenos apskritis,,Viešintų seniūnija
Skaidrė,Skaidrės kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1753,Utenos apskritis,,Viešintų seniūnija
Skudai,Skudų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1754,Utenos apskritis,,Viešintų seniūnija
Smėlinka,Smėlinkos kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1755,Utenos apskritis,,Viešintų seniūnija
Sviesteliškis,Sviesteliškio kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1756,Utenos apskritis,,Viešintų seniūnija
Šilai,Šilų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1757,Utenos apskritis,,Viešintų seniūnija
Šlynynė,Šlynynės kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1758,Utenos apskritis,,Viešintų seniūnija
Trakininkai,Trakininkų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1759,Utenos apskritis,,Viešintų seniūnija
Valečkai,Valečkų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1760,Utenos apskritis,,Viešintų seniūnija
Varneliškiai,Varneliškių viensėdis,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1761,Utenos apskritis,,Viešintų seniūnija
Viešintos,Viešintų kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1762,Utenos apskritis,,Viešintų seniūnija
Žemaitėliai,Žemaitėlių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1763,Utenos apskritis,,Viešintų seniūnija
Žliobiškiai,Žliobiškių kaimas,LIETUVOS RESPUBLIKA,Anykščių rajono savivaldybė,1764,Utenos apskritis,,Viešintų seniūnija
Kandrotiškė II,Kandrotiškės II kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1765,Utenos apskritis,,Ceikinių seniūnija
Karačiūniškė,Karačiūniškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1766,Utenos apskritis,,Ceikinių seniūnija
Lazdinkos,Lazdinkų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1767,Utenos apskritis,,Ceikinių seniūnija
Lepšiai,Lepšių kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1768,Utenos apskritis,,Ceikinių seniūnija
Liepiškė,Liepiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1769,Utenos apskritis,,Ceikinių seniūnija
Merkmenys,Merkmenų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1770,Utenos apskritis,,Ceikinių seniūnija
Mėšliai,Mėšlių kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1771,Utenos apskritis,,Ceikinių seniūnija
Mielaičiai,Mielaičių kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1772,Utenos apskritis,,Ceikinių seniūnija
Mikalavėlis,Mikalavėlio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1773,Utenos apskritis,,Ceikinių seniūnija
Nalivaikos,Nalivaikų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1774,Utenos apskritis,,Ceikinių seniūnija
Naujas Sklypas,Naujo Sklypo kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1775,Utenos apskritis,,Ceikinių seniūnija
Nevaišiai,Nevaišių kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1776,Utenos apskritis,,Ceikinių seniūnija
Pamiliškė,Pamiliškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1777,Utenos apskritis,,Ceikinių seniūnija
Paragiškė,Paragiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1778,Utenos apskritis,,Ceikinių seniūnija
Pašventė,Pašventės viensėdis,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1779,Utenos apskritis,,Ceikinių seniūnija
Ramutiškė,Ramutiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1780,Utenos apskritis,,Ceikinių seniūnija
Rizgūnai,Rizgūnų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1781,Utenos apskritis,,Ceikinių seniūnija
Ropiškėlė,Ropiškėlės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1782,Utenos apskritis,,Ceikinių seniūnija
Ropiškė,Ropiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1783,Utenos apskritis,,Ceikinių seniūnija
Rubelninkai,Rubelninkų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1784,Utenos apskritis,,Ceikinių seniūnija
Sadūniškė,Sadūniškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1785,Utenos apskritis,,Ceikinių seniūnija
Salelė,Salelės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1786,Utenos apskritis,,Ceikinių seniūnija
Strakšiškė,Strakšiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1787,Utenos apskritis,,Ceikinių seniūnija
Šaltupis,Šaltupio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1788,Utenos apskritis,,Ceikinių seniūnija
Šileikiškė,Šileikiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1789,Utenos apskritis,,Ceikinių seniūnija
Tarosauka,Tarosaukos kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1790,Utenos apskritis,,Ceikinių seniūnija
Totoriškė,Totoriškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1791,Utenos apskritis,,Ceikinių seniūnija
Valeikauka,Valeikaukos kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1792,Utenos apskritis,,Ceikinių seniūnija
Valėnai,Valėnų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1793,Utenos apskritis,,Ceikinių seniūnija
Varniškė,Varniškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1794,Utenos apskritis,,Ceikinių seniūnija
Velykamiškis,Velykamiškio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1795,Utenos apskritis,,Ceikinių seniūnija
Vigadka,Vigadkos kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1796,Utenos apskritis,,Ceikinių seniūnija
Viktarinė,Viktarinės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1797,Utenos apskritis,,Ceikinių seniūnija
Zatišius,Zatišiaus kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1798,Utenos apskritis,,Ceikinių seniūnija
Didžiasalis,Didžiasalio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1799,Utenos apskritis,Agarinio gatvė,Didžiasalio seniūnija
Didžiasalis,Didžiasalio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1800,Utenos apskritis,Birvėtos gatvė,Didžiasalio seniūnija
Didžiasalis,Didžiasalio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1801,Utenos apskritis,Dumblio gatvė,Didžiasalio seniūnija
Didžiasalis,Didžiasalio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1802,Utenos apskritis,Ignalinos gatvė,Didžiasalio seniūnija
Didžiasalis,Didžiasalio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1803,Utenos apskritis,Karalyčios gatvė,Didžiasalio seniūnija
Didžiasalis,Didžiasalio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1804,Utenos apskritis,Keramikų gatvė,Didžiasalio seniūnija
Didžiasalis,Didžiasalio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1805,Utenos apskritis,Naujasalio gatvė,Didžiasalio seniūnija
Didžiasalis,Didžiasalio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1806,Utenos apskritis,Pupienos gatvė,Didžiasalio seniūnija
Didžiasalis,Didžiasalio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1807,Utenos apskritis,Salos gatvė,Didžiasalio seniūnija
Didžiasalis,Didžiasalio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1808,Utenos apskritis,Smilginiškės gatvė,Didžiasalio seniūnija
Sekonys,Sekonių kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1809,Utenos apskritis,,Didžiasalio seniūnija
Senoji Katinautiškė,Senosios Katinautiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1810,Utenos apskritis,,Didžiasalio seniūnija
Spijotiškė,Spijotiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1811,Utenos apskritis,,Didžiasalio seniūnija
Surma,Surmos kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1812,Utenos apskritis,,Didžiasalio seniūnija
Svirkos,Svirkų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1813,Utenos apskritis,,Didžiasalio seniūnija
Vilėkos,Vilėkų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1814,Utenos apskritis,,Didžiasalio seniūnija
Vosiūnai,Vosiūnų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1815,Utenos apskritis,,Didžiasalio seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1816,Utenos apskritis,Aušros gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1817,Utenos apskritis,Aušros skersgatvis,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1818,Utenos apskritis,Bažnyčios gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1819,Utenos apskritis,Daržų gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1820,Utenos apskritis,Dysnos gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1821,Utenos apskritis,Ežero gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1822,Utenos apskritis,Geležinkelio gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1823,Utenos apskritis,Hrebnickio gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1824,Utenos apskritis,Laisvės gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1825,Utenos apskritis,Lazdynų gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1826,Utenos apskritis,Naujoji gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1827,Utenos apskritis,Partizanų gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1828,Utenos apskritis,Pergalės gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1829,Utenos apskritis,Persveto gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1830,Utenos apskritis,S. Raštikio gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1831,Utenos apskritis,S. Raštikio skersgatvis,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1832,Utenos apskritis,Salako gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1833,Utenos apskritis,Smėlynės gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1834,Utenos apskritis,Sodų gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1835,Utenos apskritis,Stoties gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1836,Utenos apskritis,Vasario 16-osios gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1837,Utenos apskritis,Vilniaus gatvė,Dūkšto seniūnija
Dūkštas,Dūkšto miestas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1838,Utenos apskritis,Zarasų gatvė,Dūkšto seniūnija
Gimtinė,Gimtinės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1839,Utenos apskritis,,Dūkšto seniūnija
Girutiškė I,Girutiškės I kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1840,Utenos apskritis,,Dūkšto seniūnija
Girutiškė II,Girutiškės II kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1841,Utenos apskritis,,Dūkšto seniūnija
Kairiškė,Kairiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1842,Utenos apskritis,,Dūkšto seniūnija
Kamuntavas,Kamuntavo kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1843,Utenos apskritis,,Dūkšto seniūnija
Kaniūkai,Kaniūkų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1844,Utenos apskritis,,Dūkšto seniūnija
Karačiūna,Karačiūnos kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1845,Utenos apskritis,,Dūkšto seniūnija
Karnitiškė,Karnitiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1846,Utenos apskritis,,Dūkšto seniūnija
Keižiai,Keižių kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1847,Utenos apskritis,,Dūkšto seniūnija
Kuzmiškė,Kuzmiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1848,Utenos apskritis,,Dūkšto seniūnija
Kuzmitiškė,Kuzmitiškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1849,Utenos apskritis,,Dūkšto seniūnija
Liesniškė,Liesniškės viensėdis,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1850,Utenos apskritis,,Dūkšto seniūnija
Medeišiai,Medeišių kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1851,Utenos apskritis,,Dūkšto seniūnija
Mieleikiškė,Mieleikiškės viensėdis,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1852,Utenos apskritis,,Dūkšto seniūnija
Moliakalnis,Moliakalnio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1853,Utenos apskritis,,Dūkšto seniūnija
Paberžuonė,Paberžuonės viensėdis,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1854,Utenos apskritis,,Dūkšto seniūnija
Pasamanė,Pasamanės viensėdis,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1855,Utenos apskritis,,Dūkšto seniūnija
Pašventė,Pašventės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1856,Utenos apskritis,,Dūkšto seniūnija
Pažemiškis,Pažemiškio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1857,Utenos apskritis,,Dūkšto seniūnija
Piliakalnis,Piliakalnio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1858,Utenos apskritis,,Dūkšto seniūnija
Platumos,Platumų viensėdis,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1859,Utenos apskritis,,Dūkšto seniūnija
Plavėjai,Plavėjų kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1860,Utenos apskritis,,Dūkšto seniūnija
Ritkūniškė,Ritkūniškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1861,Utenos apskritis,,Dūkšto seniūnija
Rojus,Rojaus kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1862,Utenos apskritis,,Dūkšto seniūnija
Rudėniškės,Rudėniškių kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1863,Utenos apskritis,,Dūkšto seniūnija
Saksoniškė,Saksoniškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1864,Utenos apskritis,,Dūkšto seniūnija
Silvestriškė,Silvestriškės viensėdis,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1865,Utenos apskritis,,Dūkšto seniūnija
Simaniškė,Simaniškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1866,Utenos apskritis,,Dūkšto seniūnija
Sokiškiai,Sokiškių kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1867,Utenos apskritis,,Dūkšto seniūnija
Sviliškė,Sviliškės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1868,Utenos apskritis,,Dūkšto seniūnija
Šaltiniai,Šaltinių kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1869,Utenos apskritis,,Dūkšto seniūnija
Ščiurys,Ščiurio kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,1870,Utenos apskritis,,Dūkšto seniūnija
